mol,Target,Name,Degradation Identification new 1,Article_DOI,handle1,handle2,linker,atoms_NAF,Compound ID,Uniprot,E3 Ligase,Uniprot_E3,E3_PDB,Closest_E3,target_PDB,Closest_target,DC50_nM_,Dmax_prc_,Assay_DC50_Dmax_,Percent_degradation_prc_,Assay_Percent_degradation_,IC50_nM_Protac_to_Target_,Assay_Protac_to_Target_IC50_,EC50_nM_Protac_to_Target_,Assay_Protac_to_Target_EC50_,Kd_nM_Protac_to_Target_,Assay_Protac_to_Target_Kd_,Ki_nM_Protac_to_Target_,Assay_Protac_to_Target_Ki_,delta_G_kcal_mol_Protac_to_Target_,delta_H_kcal_mol_Protac_to_Target_,Tdelta_S_kcal_mol_Protac_to_Target_,Assay_Protac_to_Target_G_H_TS_,kon_1_Ms_Protac_to_Target_,koff_1_s_Protac_to_Target_,t1_2_s_Protac_to_Target_,Assay_Protac_to_Target_kon_koff_t1_2_,IC50_nM_Protac_to_E3_,Assay_Protac_to_E3_IC50_,EC50_nM_Protac_to_E3_,Assay_Protac_to_E3_EC50_,Kd_nM_Protac_to_E3_,Assay_Protac_to_E3_Kd_,Ki_nM_Protac_to_E3_,Assay_Protac_to_E3_Ki_,delta_G_kcal_mol_Protac_to_E3_,delta_H_kcal_mol_Protac_to_E3_,Tdelta_S_kcal_mol_Protac_to_E3_,Assay_Protac_to_E3_G_H_TS_,kon_1_Ms_Protac_to_E3_,koff_1_s_Protac_to_E3_,t1_2_s_Protac_to_E3_,Assay_Protac_to_E3_kon_koff_t1_2_,IC50_nM_Ternary_complex_,Assay_Ternary_complex_IC50_,EC50_nM_Ternary_complex_,Assay_Ternary_complex_EC50_,Kd_nM_Ternary_complex_,Assay_Ternary_complex_Kd_,Ki_nM_Ternary_complex_,Assay_Ternary_complex_Ki_,delta_G_kcal_mol_Ternary_complex_,delta_H_kcal_mol_Ternary_complex_,Tdelta_S_kcal_mol_Ternary_complex_,Assay_Ternary_complex_G_H_TS_,kon_1_Ms_Ternary_complex_,koff_1_s_Ternary_complex_,t1_2_s_Ternary_complex_,Assay_Ternary_complex_kon_koff_t1_2_,IC50_nM_Cellular_activities_,Assay_Cellular_activities_IC50_,EC50_nM_Cellular_activities_,Assay_Cellular_activities_EC50_,GI50_nM_Cellular_activities_,Assay_Cellular_activities_GI50_,ED50_nM_Cellular_activities_,Assay_Cellular_activities_ED50_,GR50_nM_Cellular_activities_,Assay_Cellular_activities_GR50_,PAMPA_Papp_nm_s_Permeability_,Assay_Permeability_PAMPA_Papp_,Caco_2_A2B_Papp_nm_s_Permeability_,Assay_Permeability_Caco_2_A2B_Papp_,Caco_2_B2A_Papp_nm_s_Permeability_,Assay_Permeability_Caco_2_B2A_Papp_,Molecular_Weight,Exact_Mass,XLogP3,Heavy_Atom_Count,Ring_Count,Hydrogen_Bond_Acceptor_Count,Hydrogen_Bond_Donor_Count,Rotatable_Bond_Count,Topological_Polar_Surface_Area,Molecular_Formula,InChI,InChI_Key
CCn1c(cc(C2CC2)n1)Nc1c2c3cc(c(cc3[nH]c2nc(C(NCCCCCCNc2cccc3C(N(C4CCC(NC4=O)=O)C(c23)=O)=O)=O)n1)c1c(C)noc1C)OC,BRD2,,Good,10.1021/acs.jmedchem.6b01816,C1CC(NC(C1N1C(c2cccc(c2C1=O)N)=O)=O)=O,CCn1c(cc(C2CC2)n1)Nc1c2c3cc(c(cc3[nH]c2nc(C=O)n1)c1c(C)noc1C)OC,CCCCCCN,2,11,P25440,CRBN,Q96SW2,"4TZ4,6H0G,7BQU",6H0G,4ALH,4ALH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,Inhibit growth of RS4;11/MOLM-13 cells,,,,,,,,,,,,,,,841.93,841.3659928,5.72,62,9,14,5,16,231.36,C44H47N11O7,"InChI=1S/C44H47N11O7/c1-5-54-33(21-29(52-54)24-13-14-24)48-39-37-26-20-32(61-4)27(35-22(2)53-62-23(35)3)19-30(26)47-38(37)50-40(51-39)42(58)46-18-9-7-6-8-17-45-28-12-10-11-25-36(28)44(60)55(43(25)59)31-15-16-34(56)49-41(31)57/h10-12,19-21,24,31,45H,5-9,13-18H2,1-4H3,(H,46,58)(H,49,56,57)(H2,47,48,50,51)",SARABRPDROBMJB-UHFFFAOYSA-N
CCn1c(cc(C2CC2)n1)Nc1c2c3cc(c(cc3[nH]c2nc(C(NCCCCCCNc2cccc3C(N(C4CCC(NC4=O)=O)C(c23)=O)=O)=O)n1)c1c(C)noc1C)OC,BRD4,,Good,10.1021/acs.jmedchem.6b01816,C1CC(NC(C1N1C(c2cccc(c2C1=O)N)=O)=O)=O,CCn1c(cc(C2CC2)n1)Nc1c2c3cc(c(cc3[nH]c2nc(C=O)n1)c1c(C)noc1C)OC,CCCCCCN,2,12,O60885,CRBN,Q96SW2,"4TZ4,6H0G,7BQU",6H0G,6C7R,6C7R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,Inhibit growth of RS4;11/MOLM-13 cells,,,,,,,,,,,,,,,841.93,841.3659928,5.72,62,9,14,5,16,231.36,C44H47N11O7,"InChI=1S/C44H47N11O7/c1-5-54-33(21-29(52-54)24-13-14-24)48-39-37-26-20-32(61-4)27(35-22(2)53-62-23(35)3)19-30(26)47-38(37)50-40(51-39)42(58)46-18-9-7-6-8-17-45-28-12-10-11-25-36(28)44(60)55(43(25)59)31-15-16-34(56)49-41(31)57/h10-12,19-21,24,31,45H,5-9,13-18H2,1-4H3,(H,46,58)(H,49,56,57)(H2,47,48,50,51)",SARABRPDROBMJB-UHFFFAOYSA-N
CCn1c(cc(C2CC2)n1)Nc1c2c3cc(c(cc3[nH]c2nc(C(NCCCCCNc2cccc3C(N(C4CCC(NC4=O)=O)C(c23)=O)=O)=O)n1)c1c(C)noc1C)OC,BRD2,,Good,10.1021/acs.jmedchem.6b01816,C1CC(NC(C1N1C(c2cccc(c2C1=O)N)=O)=O)=O,CCn1c(cc(C2CC2)n1)Nc1c2c3cc(c(cc3[nH]c2nc(C=O)n1)c1c(C)noc1C)OC,CCCCCN,2,13,P25440,CRBN,Q96SW2,"4TZ4,6H0G,7BQU",6H0G,4ALH,4ALH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,Inhibit growth of RS4;11/MOLM-13 cells,,,,,,,,,,,,,,,827.903,827.3503428,5.36,61,9,14,5,15,231.36,C43H45N11O7,"InChI=1S/C43H45N11O7/c1-5-53-32(20-28(51-53)23-12-13-23)47-38-36-25-19-31(60-4)26(34-21(2)52-61-22(34)3)18-29(25)46-37(36)49-39(50-38)41(57)45-17-8-6-7-16-44-27-11-9-10-24-35(27)43(59)54(42(24)58)30-14-15-33(55)48-40(30)56/h9-11,18-20,23,30,44H,5-8,12-17H2,1-4H3,(H,45,57)(H,48,55,56)(H2,46,47,49,50)",XNEXUBXOTMSNMZ-UHFFFAOYSA-N
CCn1c(cc(C2CC2)n1)Nc1c2c3cc(c(cc3[nH]c2nc(C(NCCCCCNc2cccc3C(N(C4CCC(NC4=O)=O)C(c23)=O)=O)=O)n1)c1c(C)noc1C)OC,BRD4,,Good,10.1021/acs.jmedchem.6b01816,C1CC(NC(C1N1C(c2cccc(c2C1=O)N)=O)=O)=O,CCn1c(cc(C2CC2)n1)Nc1c2c3cc(c(cc3[nH]c2nc(C=O)n1)c1c(C)noc1C)OC,CCCCCN,2,14,O60885,CRBN,Q96SW2,"4TZ4,6H0G,7BQU",6H0G,6C7R,6C7R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,Inhibit growth of RS4;11/MOLM-13 cells,,,,,,,,,,,,,,,827.903,827.3503428,5.36,61,9,14,5,15,231.36,C43H45N11O7,"InChI=1S/C43H45N11O7/c1-5-53-32(20-28(51-53)23-12-13-23)47-38-36-25-19-31(60-4)26(34-21(2)52-61-22(34)3)18-29(25)46-37(36)49-39(50-38)41(57)45-17-8-6-7-16-44-27-11-9-10-24-35(27)43(59)54(42(24)58)30-14-15-33(55)48-40(30)56/h9-11,18-20,23,30,44H,5-8,12-17H2,1-4H3,(H,45,57)(H,48,55,56)(H2,46,47,49,50)",XNEXUBXOTMSNMZ-UHFFFAOYSA-N
CCn1c(cc(C2CC2)n1)Nc1c2c3cc(c(cc3[nH]c2nc(C(NCCCCNc2cccc3C(N(C4CCC(NC4=O)=O)C(c23)=O)=O)=O)n1)c1c(C)noc1C)OC,BRD2,,Good,10.1021/acs.jmedchem.6b01816,C1CC(NC(C1N1C(c2cccc(c2C1=O)N)=O)=O)=O,CCn1c(cc(C2CC2)n1)Nc1c2c3cc(c(cc3[nH]c2nc(C=O)n1)c1c(C)noc1C)OC,CCCCN,2,15,P25440,CRBN,Q96SW2,"4TZ4,6H0G,7BQU",6H0G,4ALH,4ALH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,Inhibit growth of RS4;11/MOLM-13 cells,,,,,,,,,,,,,,,813.876,813.3346927,5,60,9,14,5,14,231.36,C42H43N11O7,"InChI=1S/C42H43N11O7/c1-5-52-31(19-27(50-52)22-11-12-22)46-37-35-24-18-30(59-4)25(33-20(2)51-60-21(33)3)17-28(24)45-36(35)48-38(49-37)40(56)44-16-7-6-15-43-26-10-8-9-23-34(26)42(58)53(41(23)57)29-13-14-32(54)47-39(29)55/h8-10,17-19,22,29,43H,5-7,11-16H2,1-4H3,(H,44,56)(H,47,54,55)(H2,45,46,48,49)",MBZZRTJPOGHANP-UHFFFAOYSA-N
CCn1c(cc(C2CC2)n1)Nc1c2c3cc(c(cc3[nH]c2nc(C(NCCCCNc2cccc3C(N(C4CCC(NC4=O)=O)C(c23)=O)=O)=O)n1)c1c(C)noc1C)OC,BRD4,,Good,10.1021/acs.jmedchem.6b01816,C1CC(NC(C1N1C(c2cccc(c2C1=O)N)=O)=O)=O,CCn1c(cc(C2CC2)n1)Nc1c2c3cc(c(cc3[nH]c2nc(C=O)n1)c1c(C)noc1C)OC,CCCCN,2,16,O60885,CRBN,Q96SW2,"4TZ4,6H0G,7BQU",6H0G,6C7R,6C7R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,Inhibit growth of RS4;11/MOLM-13 cells,,,,,,,,,,,,,,,813.876,813.3346927,5,60,9,14,5,14,231.36,C42H43N11O7,"InChI=1S/C42H43N11O7/c1-5-52-31(19-27(50-52)22-11-12-22)46-37-35-24-18-30(59-4)25(33-20(2)51-60-21(33)3)17-28(24)45-36(35)48-38(49-37)40(56)44-16-7-6-15-43-26-10-8-9-23-34(26)42(58)53(41(23)57)29-13-14-32(54)47-39(29)55/h8-10,17-19,22,29,43H,5-7,11-16H2,1-4H3,(H,44,56)(H,47,54,55)(H2,45,46,48,49)",MBZZRTJPOGHANP-UHFFFAOYSA-N
CCn1c(cc(C2CC2)n1)Nc1c2c3cc(c(cc3[nH]c2nc(C(NCCCNc2cccc3C(N(C4CCC(NC4=O)=O)C(c23)=O)=O)=O)n1)c1c(C)noc1C)OC,BRD2,,Good,10.1021/acs.jmedchem.6b01816,C1CC(NC(C1N1C(c2cccc(c2C1=O)N)=O)=O)=O,CCn1c(cc(C2CC2)n1)Nc1c2c3cc(c(cc3[nH]c2nc(C=O)n1)c1c(C)noc1C)OC,CCCN,2,17,P25440,CRBN,Q96SW2,"4TZ4,6H0G,7BQU",6H0G,4ALH,4ALH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,Inhibit growth of RS4;11/MOLM-13 cells,,,,,,,,,,,,,,,799.849,799.3190427,4.65,59,9,14,5,13,231.36,C41H41N11O7,"InChI=1S/C41H41N11O7/c1-5-51-30(18-26(49-51)21-10-11-21)45-36-34-23-17-29(58-4)24(32-19(2)50-59-20(32)3)16-27(23)44-35(34)47-37(48-36)39(55)43-15-7-14-42-25-9-6-8-22-33(25)41(57)52(40(22)56)28-12-13-31(53)46-38(28)54/h6,8-9,16-18,21,28,42H,5,7,10-15H2,1-4H3,(H,43,55)(H,46,53,54)(H2,44,45,47,48)",KMZUDVVTKSNKQQ-UHFFFAOYSA-N
CCn1c(cc(C2CC2)n1)Nc1c2c3cc(c(cc3[nH]c2nc(C(NCCCNc2cccc3C(N(C4CCC(NC4=O)=O)C(c23)=O)=O)=O)n1)c1c(C)noc1C)OC,BRD4,,Good,10.1021/acs.jmedchem.6b01816,C1CC(NC(C1N1C(c2cccc(c2C1=O)N)=O)=O)=O,CCn1c(cc(C2CC2)n1)Nc1c2c3cc(c(cc3[nH]c2nc(C=O)n1)c1c(C)noc1C)OC,CCCN,2,18,O60885,CRBN,Q96SW2,"4TZ4,6H0G,7BQU",6H0G,6C7R,6C7R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,Inhibit growth of RS4;11/MOLM-13 cells,,,,,,,,,,,,,,,799.849,799.3190427,4.65,59,9,14,5,13,231.36,C41H41N11O7,"InChI=1S/C41H41N11O7/c1-5-51-30(18-26(49-51)21-10-11-21)45-36-34-23-17-29(58-4)24(32-19(2)50-59-20(32)3)16-27(23)44-35(34)47-37(48-36)39(55)43-15-7-14-42-25-9-6-8-22-33(25)41(57)52(40(22)56)28-12-13-31(53)46-38(28)54/h6,8-9,16-18,21,28,42H,5,7,10-15H2,1-4H3,(H,43,55)(H,46,53,54)(H2,44,45,47,48)",KMZUDVVTKSNKQQ-UHFFFAOYSA-N
CCn1c(cc(C2CC2)n1)Nc1c2c3cc(c(cc3[nH]c2nc(C(NCCNc2cccc3C(N(C4CCC(NC4=O)=O)C(c23)=O)=O)=O)n1)c1c(C)noc1C)OC,BRD2,,Good,10.1021/acs.jmedchem.6b01816,C1CC(NC(C1N1C(c2cccc(c2C1=O)N)=O)=O)=O,CCn1c(cc(C2CC2)n1)Nc1c2c3cc(c(cc3[nH]c2nc(C=O)n1)c1c(C)noc1C)OC,CCN,2,19,P25440,CRBN,Q96SW2,"4TZ4,6H0G,7BQU",6H0G,4ALH,4ALH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,Inhibit growth of RS4;11/MOLM-13 cells,,,,,,,,,,,,,,,785.822,785.3033926,4.29,58,9,14,5,12,231.36,C40H39N11O7,"InChI=1S/C40H39N11O7/c1-5-50-29(17-25(48-50)20-9-10-20)44-35-33-22-16-28(57-4)23(31-18(2)49-58-19(31)3)15-26(22)43-34(33)46-36(47-35)38(54)42-14-13-41-24-8-6-7-21-32(24)40(56)51(39(21)55)27-11-12-30(52)45-37(27)53/h6-8,15-17,20,27,41H,5,9-14H2,1-4H3,(H,42,54)(H,45,52,53)(H2,43,44,46,47)",PILLSAMDVOWUNN-UHFFFAOYSA-N
CCn1c(cc(C2CC2)n1)Nc1c2c3cc(c(cc3[nH]c2nc(C(NCCNc2cccc3C(N(C4CCC(NC4=O)=O)C(c23)=O)=O)=O)n1)c1c(C)noc1C)OC,BRD4,,Good,10.1021/acs.jmedchem.6b01816,C1CC(NC(C1N1C(c2cccc(c2C1=O)N)=O)=O)=O,CCn1c(cc(C2CC2)n1)Nc1c2c3cc(c(cc3[nH]c2nc(C=O)n1)c1c(C)noc1C)OC,CCN,2,20,O60885,CRBN,Q96SW2,"4TZ4,6H0G,7BQU",6H0G,6C7R,6C7R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,Inhibit growth of RS4;11/MOLM-13 cells,,,,,,,,,,,,,,,785.822,785.3033926,4.29,58,9,14,5,12,231.36,C40H39N11O7,"InChI=1S/C40H39N11O7/c1-5-50-29(17-25(48-50)20-9-10-20)44-35-33-22-16-28(57-4)23(31-18(2)49-58-19(31)3)15-26(22)43-34(33)46-36(47-35)38(54)42-14-13-41-24-8-6-7-21-32(24)40(56)51(39(21)55)27-11-12-30(52)45-37(27)53/h6-8,15-17,20,27,41H,5,9-14H2,1-4H3,(H,42,54)(H,45,52,53)(H2,43,44,46,47)",PILLSAMDVOWUNN-UHFFFAOYSA-N
CCn1c(cc(C2CC2)n1)Nc1c2c3cc(c(cc3[nH]c2nc(C(NCCCCCCc2cccc3C(N(C4CCC(NC4=O)=O)C(c23)=O)=O)=O)n1)c1c(C)noc1C)OC,BRD2,,Good,10.1021/acs.jmedchem.6b01816,C1CC(NC(C1N1C(c2ccccc2C1=O)=O)=O)=O,CCn1c(cc(C2CC2)n1)Nc1c2c3cc(c(cc3[nH]c2nc(C=O)n1)c1c(C)noc1C)OC,CCCCCCN,2,21,P25440,CRBN,Q96SW2,7BQU,7BQU,4ALH,4ALH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,Inhibit growth of RS4;11/MOLM-13 cells,,,,,,,,,,,,,,,826.915,826.3550938,5.81,61,9,13,4,15,219.33,C44H46N10O7,"InChI=1S/C44H46N10O7/c1-5-53-33(21-29(51-53)24-14-15-24)47-39-37-27-20-32(60-4)28(35-22(2)52-61-23(35)3)19-30(27)46-38(37)49-40(50-39)42(57)45-18-9-7-6-8-11-25-12-10-13-26-36(25)44(59)54(43(26)58)31-16-17-34(55)48-41(31)56/h10,12-13,19-21,24,31H,5-9,11,14-18H2,1-4H3,(H,45,57)(H,48,55,56)(H2,46,47,49,50)",TULSNCRELBDWIK-UHFFFAOYSA-N
CCn1c(cc(C2CC2)n1)Nc1c2c3cc(c(cc3[nH]c2nc(C(NCCCCCCc2cccc3C(N(C4CCC(NC4=O)=O)C(c23)=O)=O)=O)n1)c1c(C)noc1C)OC,BRD4,,Good,10.1021/acs.jmedchem.6b01816,C1CC(NC(C1N1C(c2ccccc2C1=O)=O)=O)=O,CCn1c(cc(C2CC2)n1)Nc1c2c3cc(c(cc3[nH]c2nc(C=O)n1)c1c(C)noc1C)OC,CCCCCCN,2,22,O60885,CRBN,Q96SW2,7BQU,7BQU,6C7R,6C7R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,Inhibit growth of RS4;11/MOLM-13 cells,,,,,,,,,,,,,,,826.915,826.3550938,5.81,61,9,13,4,15,219.33,C44H46N10O7,"InChI=1S/C44H46N10O7/c1-5-53-33(21-29(51-53)24-14-15-24)47-39-37-27-20-32(60-4)28(35-22(2)52-61-23(35)3)19-30(27)46-38(37)49-40(50-39)42(57)45-18-9-7-6-8-11-25-12-10-13-26-36(25)44(59)54(43(26)58)31-16-17-34(55)48-41(31)56/h10,12-13,19-21,24,31H,5-9,11,14-18H2,1-4H3,(H,45,57)(H,48,55,56)(H2,46,47,49,50)",TULSNCRELBDWIK-UHFFFAOYSA-N
CCn1c(cc(C2CC2)n1)Nc1c2c3cc(c(cc3[nH]c2nc(C(NCCOCCCc2cccc3C(N(C4CCC(NC4=O)=O)C(c23)=O)=O)=O)n1)c1c(C)noc1C)OC,BRD2,,Good,10.1021/acs.jmedchem.6b01816,C1CC(NC(C1N1C(c2ccccc2C1=O)=O)=O)=O,CCn1c(cc(C2CC2)n1)Nc1c2c3cc(c(cc3[nH]c2nc(C=O)n1)c1c(C)noc1C)OC,CCCOCCN,2,23,P25440,CRBN,Q96SW2,7BQU,7BQU,4ALH,4ALH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,Inhibit growth of RS4;11/MOLM-13 cells,,,,,,,,,,,,,,,828.887,828.3343584,4.22,61,9,14,4,15,228.56,C43H44N10O8,"InChI=1S/C43H44N10O8/c1-5-52-32(20-28(50-52)23-11-12-23)46-38-36-26-19-31(59-4)27(34-21(2)51-61-22(34)3)18-29(26)45-37(36)48-39(49-38)41(56)44-15-17-60-16-7-9-24-8-6-10-25-35(24)43(58)53(42(25)57)30-13-14-33(54)47-40(30)55/h6,8,10,18-20,23,30H,5,7,9,11-17H2,1-4H3,(H,44,56)(H,47,54,55)(H2,45,46,48,49)",MALUPIJSHNCOFX-UHFFFAOYSA-N
CCn1c(cc(C2CC2)n1)Nc1c2c3cc(c(cc3[nH]c2nc(C(NCCOCCCc2cccc3C(N(C4CCC(NC4=O)=O)C(c23)=O)=O)=O)n1)c1c(C)noc1C)OC,BRD4,,Good,10.1021/acs.jmedchem.6b01816,C1CC(NC(C1N1C(c2ccccc2C1=O)=O)=O)=O,CCn1c(cc(C2CC2)n1)Nc1c2c3cc(c(cc3[nH]c2nc(C=O)n1)c1c(C)noc1C)OC,CCCOCCN,2,24,O60885,CRBN,Q96SW2,7BQU,7BQU,6C7R,6C7R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,Inhibit growth of RS4;11/MOLM-13 cells,,,,,,,,,,,,,,,828.887,828.3343584,4.22,61,9,14,4,15,228.56,C43H44N10O8,"InChI=1S/C43H44N10O8/c1-5-52-32(20-28(50-52)23-11-12-23)46-38-36-26-19-31(59-4)27(34-21(2)51-61-22(34)3)18-29(26)45-37(36)48-39(49-38)41(56)44-15-17-60-16-7-9-24-8-6-10-25-35(24)43(58)53(42(25)57)30-13-14-33(54)47-40(30)55/h6,8,10,18-20,23,30H,5,7,9,11-17H2,1-4H3,(H,44,56)(H,47,54,55)(H2,45,46,48,49)",MALUPIJSHNCOFX-UHFFFAOYSA-N
CCn1c(cc(C2CC2)n1)Nc1c2c3cc(c(cc3[nH]c2nc(C(NCCCCCc2cccc3C(N(C4CCC(NC4=O)=O)C(c23)=O)=O)=O)n1)c1c(C)noc1C)OC,BRD2,,Good,10.1021/acs.jmedchem.6b01816,C1CC(NC(C1N1C(c2ccccc2C1=O)=O)=O)=O,CCn1c(cc(C2CC2)n1)Nc1c2c3cc(c(cc3[nH]c2nc(C=O)n1)c1c(C)noc1C)OC,CCCCCN,2,25,P25440,CRBN,Q96SW2,7BQU,7BQU,4ALH,4ALH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,Inhibit growth of RS4;11/MOLM-13 cells,,,,,,,,,,,,,,,812.888,812.3394437,5.27,60,9,13,4,14,219.33,C43H44N10O7,"InChI=1S/C43H44N10O7/c1-5-52-32(20-28(50-52)23-13-14-23)46-38-36-26-19-31(59-4)27(34-21(2)51-60-22(34)3)18-29(26)45-37(36)48-39(49-38)41(56)44-17-8-6-7-10-24-11-9-12-25-35(24)43(58)53(42(25)57)30-15-16-33(54)47-40(30)55/h9,11-12,18-20,23,30H,5-8,10,13-17H2,1-4H3,(H,44,56)(H,47,54,55)(H2,45,46,48,49)",USXQCAQGOVVSTI-UHFFFAOYSA-N
CCn1c(cc(C2CC2)n1)Nc1c2c3cc(c(cc3[nH]c2nc(C(NCCCCCc2cccc3C(N(C4CCC(NC4=O)=O)C(c23)=O)=O)=O)n1)c1c(C)noc1C)OC,BRD4,,Good,10.1021/acs.jmedchem.6b01816,C1CC(NC(C1N1C(c2ccccc2C1=O)=O)=O)=O,CCn1c(cc(C2CC2)n1)Nc1c2c3cc(c(cc3[nH]c2nc(C=O)n1)c1c(C)noc1C)OC,CCCCCN,2,26,O60885,CRBN,Q96SW2,7BQU,7BQU,6C7R,6C7R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,Inhibit growth of RS4;11/MOLM-13 cells,,,,,,,,,,,,,,,812.888,812.3394437,5.27,60,9,13,4,14,219.33,C43H44N10O7,"InChI=1S/C43H44N10O7/c1-5-52-32(20-28(50-52)23-13-14-23)46-38-36-26-19-31(59-4)27(34-21(2)51-60-22(34)3)18-29(26)45-37(36)48-39(49-38)41(56)44-17-8-6-7-10-24-11-9-12-25-35(24)43(58)53(42(25)57)30-15-16-33(54)47-40(30)55/h9,11-12,18-20,23,30H,5-8,10,13-17H2,1-4H3,(H,44,56)(H,47,54,55)(H2,45,46,48,49)",USXQCAQGOVVSTI-UHFFFAOYSA-N
Cc1c2C(c3ccc(cc3)[Cl])=N[C@@H](CC(NCCn3cc(COc4cccc5C(N(C6CCC(NC6=O)=O)C(c45)=O)=O)nn3)=O)c3nnc(C)n3c2sc1C,BRD4,,Good,10.1021/acs.jmedchem.6b01781,C1CC(NC(C1N1C(c2ccccc2C1=O)=O)=O)=O,Cc1c2C(c3ccc(cc3)[Cl])=N[C@@H](C)c3nnc(C)n3c2sc1C,C(Cn1cc(CO)nn1)NC=O,1,27,O60885,CRBN,Q96SW2,7BQU,7BQU,"4C67,6YQN",6YQN,490,,Degradation of BRD4 in NCI-H661/NCI-H838 cells after 4h treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.255,780.1993775,2.39,55,8,14,2,10,195.66,C37H33ClN10O6S,"InChI=1S/C37H33ClN10O6S/c1-18-19(2)55-37-30(18)32(21-7-9-22(38)10-8-21)40-25(33-44-42-20(3)47(33)37)15-29(50)39-13-14-46-16-23(43-45-46)17-54-27-6-4-5-24-31(27)36(53)48(35(24)52)26-11-12-28(49)41-34(26)51/h4-10,16,25-26H,11-15,17H2,1-3H3,(H,39,50)(H,41,49,51)/t25-,26?/m0/s1",CBYYXVFBNBBZJH-PMCHYTPCSA-N
Cc1c2C(c3ccc(cc3)[Cl])=N[C@@H](CC(NCCn3cc(COCCOc4cccc5C(N(C6CCC(NC6=O)=O)C(c45)=O)=O)nn3)=O)c3nnc(C)n3c2sc1C,BRD4,,Good,10.1021/acs.jmedchem.6b01781,C1CC(NC(C1N1C(c2ccccc2C1=O)=O)=O)=O,Cc1c2C(c3ccc(cc3)[Cl])=N[C@@H](C)c3nnc(C)n3c2sc1C,C(Cn1cc(COCCO)nn1)NC=O,1,28,O60885,CRBN,Q96SW2,7BQU,7BQU,"4C67,6YQN",6YQN,130,,Degradation of BRD4 in NCI-H661/NCI-H838 cells after 4h treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.308,824.2255922,2.25,58,8,15,2,13,204.89,C39H37ClN10O7S,"InChI=1S/C39H37ClN10O7S/c1-20-21(2)58-39-32(20)34(23-7-9-24(40)10-8-23)42-27(35-46-44-22(3)49(35)39)17-31(52)41-13-14-48-18-25(45-47-48)19-56-15-16-57-29-6-4-5-26-33(29)38(55)50(37(26)54)28-11-12-30(51)43-36(28)53/h4-10,18,27-28H,11-17,19H2,1-3H3,(H,41,52)(H,43,51,53)/t27-,28?/m0/s1",ABDSEHSFEXENQJ-MBMZGMDYSA-N
